username,Unnamed: 0,shortcode,display_url,edge_media_preview_like,comments_disabled,edge_media_to_comment,dimensions_height,dimensions_width,edge_media_to_caption,tags,taken_at_timestamp,shareable,popular_hashtags,mean_no_of_likes,mean_no_of_comments
avrilpicsde,416,BrQtQQvB482,https://scontent-bom1-2.cdninstagram.com/vp/0c1bb5145077ebe6bc4c0d67ee1db56a/5DB4E506/t51.2885-15/e35/47584847_144468913202232_4329127338074140425_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkzMjI0MzI2OTcxNTQ2Mzk5MA%3D%3D.2,1246,False,4,1080,1080,@avrillavigne . #Avrillavigne #avril #abbeydawn #littleblackstars #lbs #wth #whatthehell #smile #beautiful #music #complicated #sk8terBoi #fly #together #HelloKitty #hot #cute #love #girlfriend #rockmusic #concert #live #livemusic� #queen #poppunkprince,"'love', 'live', 'perfect', 'whatthehell', 'lbs', 'avril', 'together', 'music', 'complicated', 'livemusic', 'kawaii', 'abbeydawn', 'perfection', 'littleblackstars', 'Avrillavigne', 'fly', 'wth', 'hot', 'cute', 'beautiful', 'sk8terBoi', 'girlfriend', 'rockmusic', 'poppunkprincess', 'HelloKitty', 'queen', 'smile', 'concert'",1544561369,1,6,797.5463917525772,5.639175257731958
avrilpicsde,417,BrONXt7hnNa,https://scontent-bom1-2.cdninstagram.com/vp/e3d472d178e32b53d08c8280b004fed8/5DA5DA10/t51.2885-15/e35/47202116_262997114396444_9119650309408630935_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MTkzMTU0MDA5NDY1ODE3OTkzMA%3D%3D.2,792,False,3,480,480,@avrillavigne . #Avrillavigne #avril #abbeydawn #littleblackstars #lbs #wth #whatthehell #smile #beautiful #music #complicated #sk8terBoi #fly #together #HelloKitty #hot #cute #love #girlfriend #rockmusic #concert #live #livemusic� #queen #poppunkprince,"'love', 'live', 'perfect', 'whatthehell', 'lbs', 'avril', 'together', 'music', 'complicated', 'livemusic', 'kawaii', 'abbeydawn', 'perfection', 'littleblackstars', 'Avrillavigne', 'fly', 'wth', 'hot', 'cute', 'beautiful', 'sk8terBoi', 'girlfriend', 'rockmusic', 'poppunkprincess', 'HelloKitty', 'queen', 'smile', 'concert'",1544477544,1,6,797.5463917525772,5.639175257731958
avrilpicsde,418,BrLvZ-qBpO9,https://scontent-bom1-2.cdninstagram.com/vp/91dec4c59408e5ee9f4abb80b6a241b6/5DC440F1/t51.2885-15/e35/46323577_126282515051809_4299427119441742046_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MTkzMDg0NTM1ODcwODM5Njk4OQ%3D%3D.2,565,False,1,800,640,@avrillavigne . #Avrillavigne #avril #abbeydawn #littleblackstars #lbs #wth #whatthehell #smile #beautiful #music #complicated #sk8terBoi #fly #together #HelloKitty #hot #cute #love #girlfriend #rockmusic #concert #live #livemusic� #queen #poppunkprince,"'love', 'live', 'perfect', 'whatthehell', 'lbs', 'avril', 'together', 'music', 'complicated', 'livemusic', 'kawaii', 'abbeydawn', 'perfection', 'littleblackstars', 'Avrillavigne', 'fly', 'wth', 'hot', 'cute', 'beautiful', 'sk8terBoi', 'girlfriend', 'rockmusic', 'poppunkprincess', 'HelloKitty', 'queen', 'smile', 'concert'",1544394725,1,6,797.5463917525772,5.639175257731958
avrilpicsde,419,BrJVEhohxlV,https://scontent-bom1-2.cdninstagram.com/vp/9bac0677151d2ba02a0fb06874ffdc4c/5DAFDCE3/t51.2885-15/e35/46847023_584724005282038_3839655063748788525_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkzMDE2NjU4NTI3MzAzMDk5Nw%3D%3D.2,1145,False,5,1231,1080,@avrillavigne . #Avrillavigne #avril #abbeydawn #littleblackstars #lbs #wth #whatthehell #smile #beautiful #music #complicated #sk8terBoi #fly #together #HelloKitty #hot #cute #love #girlfriend #rockmusic #concert #live #livemusic� #queen #poppunkprince,"'love', 'live', 'perfect', 'whatthehell', 'lbs', 'avril', 'together', 'music', 'complicated', 'livemusic', 'kawaii', 'abbeydawn', 'perfection', 'littleblackstars', 'Avrillavigne', 'fly', 'wth', 'hot', 'cute', 'beautiful', 'sk8terBoi', 'girlfriend', 'rockmusic', 'poppunkprincess', 'HelloKitty', 'queen', 'smile', 'concert'",1544313809,1,6,797.5463917525772,5.639175257731958
benlowy,420,By_RN71lFBE,https://scontent-bom1-2.cdninstagram.com/vp/a46a239b9ac160e41b46de39f30f16ca/5DA82A24/t51.2885-15/e35/s1080x1080/62262177_154871655647837_7746085819303456880_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MTQ1MDA3ODAwNzI4Mzc4MA%3D%3D.2,626,False,10,810,1080,"Last day of school for Kaleb. Summer adventures await.... or rather summer adventures on the iPad. Need to get them out of the house and into nature or they become electric zombies. Or Ezombies. (�? me)



#homeiswheretheheartis #son #family #love #nature #outdoors @marvilacar @bonetiredmama","'love', 'homeiswheretheheartis', 'family', 'son', 'outdoors', 'nature'",1561156113,1,2,847.3389830508473,17.610169491525422
benlowy,421,ByT7aigFQ1z,https://scontent-bom1-2.cdninstagram.com/vp/8a3abf9310fc2ba0c68a99bf44b7164e/5DAFD6D8/t51.2885-15/e35/s1080x1080/60919539_450074365804827_1703025421243323657_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1OTI1MDc2MzEzNDQ3MTUzOQ%3D%3D.2,1874,False,105,1080,1080,"June 4, 2019. 

Turned 40 today. It�s hard moment. Halfway point. Reassessment day. Now I realize what a midlife crisis is all about. 

But the world always throws in something you don�t expect. A nest in my backyard. Brand new life that I�ve been looking at for weeks. A new beginning. 

#nature #40thbirthday #birds #nest #robin #nest #wildlifeconservation #midlifecrisis #homeiswheretheheartis","'birds', 'homeiswheretheheartis', 'nest', 'midlifecrisis', '40thbirthday', 'robin', 'wildlifeconservation', 'nature'",1559701842,1,1,847.3389830508473,17.610169491525422
benlowy,422,ByQddGWl72f,https://scontent-bom1-2.cdninstagram.com/vp/eb4396982bfc414d7b5cea83e3ebfd55/5DC20548/t51.2885-15/e35/s1080x1080/61068823_381315122490099_2959119846791258844_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1ODI3NDU3Mjc0MzQ1ODIwNw%3D%3D.2,675,False,15,721,1080,"Whale shark and a ballerina. 

Not something I usually see at the same time. 

These images are part of a larger project I�m developing dealing with habituated animals - creatures normally wild, that are used to, or influenced by human interaction. 

#onassignment #silhouette #whaleshark #aquarium #underwaterphotography #ocean #marinelife #conservation #marineconservation #ballerina #wildlifeconservation @sonyalpha @sealegacy #bealpha","'silhouette', 'onassignment', 'underwaterphotography', 'conservation', 'ballerina', 'whaleshark', 'bealpha', 'aquarium', 'marineconservation', 'wildlifeconservation', 'marinelife', 'ocean'",1559585471,1,0,847.3389830508473,17.610169491525422
benlowy,423,ByOkX47FRmA,https://scontent-bom1-2.cdninstagram.com/vp/ff7d1b8692206a2665eb02aa6092f39f/5DB29540/t51.2885-15/e35/s1080x1080/61739216_465679190851188_5360498700818870635_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1Nzc0MjA1MTA5ODA0MDcwNA%3D%3D.2,880,False,9,810,1080,"More and more flare. 

#onassignment In #atl 

#lensflare #reportage #silhouette #lightandshadow #streetleaks #streetstyle","'silhouette', 'atl', 'onassignment', 'lightandshadow', 'streetleaks', 'streetstyle', 'reportage', 'lensflare'",1559521989,1,0,847.3389830508473,17.610169491525422
benlowy,424,ByLieP2F4Ez,https://scontent-bom1-2.cdninstagram.com/vp/a8ddbf0ccc8857789aeada95ed085f84/5DA0F927/t51.2885-15/e35/s1080x1080/61008453_606020883239982_6710673220832364815_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1Njg4OTI2NzAwNDA4MDQzNQ%3D%3D.2,467,False,6,721,1080,"Whale Sharks yesterday. 

#onassignment #underwater #underwaterphotography

#whaleshark #shark #ocean #conservation #climatechange #environment #love","'love', 'onassignment', 'underwater', 'underwaterphotography', 'conservation', 'whaleshark', 'environment', 'shark', 'climatechange', 'ocean'",1559420329,1,1,847.3389830508473,17.610169491525422
benlowy,425,ByGphZpl1mT,https://scontent-bom1-2.cdninstagram.com/vp/5d4f03932cdb17dff8c12e618a38a88f/5DA6D49D/t51.2885-15/e35/s1080x1080/60597039_1073891432808612_8339255173251848006_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1NTUxMjg5NTEzMjIyNzk4Nw%3D%3D.2,1429,False,18,810,1080,"Atlanta for a few days. It�s hotter here. 

#onassignment #documentary #reportage #photojournalism #streetleaks #streetstyle #silhouette #water #love #instadaily","'love', 'silhouette', 'onassignment', 'documentary', 'instadaily', 'streetleaks', 'streetstyle', 'photojournalism', 'reportage', 'water'",1559256253,1,2,847.3389830508473,17.610169491525422
benlowy,426,Bx970CsFIfP,https://scontent-bom1-2.cdninstagram.com/vp/67b7b6757829c8aa19274caaf75d4dec/5DAABAE7/t51.2885-15/e35/s1080x1080/60390898_872748096418416_2861495651130178389_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1MzA2MDA2NjE5NDc4NjI1NQ%3D%3D.2,1107,False,15,810,1080,"Technicolor Noodle. 

Or

�Why did you put me in the hammock!�-Noodle



#homeiswheretheheartis #family #dog #maplewoodnj #daschund #daschundsofinstagram","'homeiswheretheheartis', 'daschund', 'family', 'daschundsofinstagram', 'dog', 'maplewoodnj'",1558963853,1,0,847.3389830508473,17.610169491525422
benlowy,427,Bx5IrEDld8I,https://scontent-bom1-2.cdninstagram.com/vp/4f446fe83caad91c8002574188b3a062/5DC23583/t51.2885-15/e35/s1080x1080/60992418_597197110800909_923692088539668617_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1MTcwOTI0ODkwODY4MDk2OA%3D%3D.2,424,False,6,808,1080,"Letters are words. 

#onassignment #streetstyle #streetleaks #streetphotography #documentary #reportage #sonyalpha #bealpha @sonyalpha","'onassignment', 'documentary', 'sonyalpha', 'streetphotography', 'streetstyle', 'streetleaks', 'reportage', 'bealpha'",1558802823,1,0,847.3389830508473,17.610169491525422
benlowy,428,Bxz86u4F9hZ,https://scontent-bom1-2.cdninstagram.com/vp/e31368317e68cbe998f13005bfc83a66/5DBEEE1C/t51.2885-15/e35/s1080x1080/60027007_301566227421392_6898892269682647744_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1MDI1MDE3NDIzNzIzNTI4OQ%3D%3D.2,545,False,8,810,1080,"Des Moines Dance. 

#streetleaks #streetstyle #documentary #reportage #streetphotography #onassignment #sonyalpha @sonyalpha","'onassignment', 'documentary', 'sonyalpha', 'streetphotography', 'streetstyle', 'streetleaks', 'reportage'",1558628888,1,0,847.3389830508473,17.610169491525422
benlowy,430,BxVrayzlCh9,https://scontent-bom1-2.cdninstagram.com/vp/be5481ddc23119e0f055cafa8e0177db/5DA5BB4E/t51.2885-15/e35/s1080x1080/58411123_841556299555288_5862729448927608514_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA0MTcyODk2MzM0MTE5OTQ4NQ%3D%3D.2,715,False,9,1080,1080,"Night Flare. Or Flair. 

#streetstyle #streetleaks #documentary #reportage #streetphotography #sonyalpha #bealpha @sonyalpha","'documentary', 'sonyalpha', 'streetphotography', 'streetleaks', 'streetstyle', 'reportage', 'bealpha'",1557613080,1,0,847.3389830508473,17.610169491525422
benlowy,431,BxPv46LlVh1,https://scontent-bom1-2.cdninstagram.com/vp/545742732ff11257c55bca6864c3ca18/5DC0C4AA/t51.2885-15/e35/s1080x1080/58409705_2322519238028507_25276267416189831_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA0MDA1OTc3NTE3MDIwNTgxMw%3D%3D.2,561,False,11,810,1080,"Shadow Jumping



#streetstyle #streetleaks #documentary #reportage #sonyalpha @sonyalpha","'documentary', 'sonyalpha', 'streetleaks', 'streetstyle', 'reportage'",1557414098,1,0,847.3389830508473,17.610169491525422
benlowy,432,Bwpgj-LFCGK,https://scontent-bom1-2.cdninstagram.com/vp/c53cdac589021fe63e60684a6bf8c4b3/5DB16B14/t51.2885-15/e35/s1080x1080/56656360_2295877214068461_385852398832247905_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjAyOTI5NjMxNjUzNTAyMTk2Mg%3D%3D.2,1140,False,43,1080,1080,"Movin� on up!



#sharks #shark #ocean #sharkweek #sea #nature #savesharks #underwater #fish #diving #scubadiving #underwaterphotography #sharklover #greatwhiteshark #sharklove #sharkdiving #scuba #animals #travel #jaws #greatwhite #wildlife #nhl #sharkconservation #documentary #sonyalpha #wildlife #family #bealpha #bealphafemale","'documentary', 'sharkweek', 'underwater', 'shark', 'ocean', 'bealpha', 'sea', 'animals', 'nhl', 'sharks', 'savesharks', 'fish', 'wildlife', 'bealphafemale', 'family', 'sharklover', 'travel', 'jaws', 'greatwhiteshark', 'sonyalpha', 'greatwhite', 'diving', 'underwaterphotography', 'sharkdiving', 'scubadiving', 'scuba', 'sharkconservation', 'nature', 'sharklove'",1556130993,1,2,847.3389830508473,17.610169491525422
benlowy,433,BwNW4o-lrB9,https://scontent-bom1-2.cdninstagram.com/vp/a7dacbd68c33b1177fcb741abeac5ac7/5DADFAD2/t51.2885-15/e35/s1080x1080/57156332_652582461866243_815705800493983358_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjAyMTM3MjQ1NzA3Mjg5ODE3Mw%3D%3D.2,1898,False,48,1080,1080,"�Oh hey there!�

Smiling Great White at Isla Guadalupe. 

#sharks #shark #ocean #sharkweek #sea #nature #savesharks #underwater #fish #diving #scubadiving #underwaterphotography #sharklover #greatwhiteshark #sharklove #sharkdiving #scuba #animals #travel #jaws #greatwhite #wildlife #nhl #sharkconservation #documentary #sonyalpha #wildlife #family #bealpha #bealphafemale","'documentary', 'sharkweek', 'underwater', 'shark', 'ocean', 'bealpha', 'sea', 'animals', 'nhl', 'sharks', 'savesharks', 'fish', 'wildlife', 'bealphafemale', 'family', 'sharklover', 'travel', 'jaws', 'greatwhiteshark', 'sonyalpha', 'greatwhite', 'diving', 'underwaterphotography', 'sharkdiving', 'scubadiving', 'scuba', 'sharkconservation', 'nature', 'sharklove'",1555186396,1,2,847.3389830508473,17.610169491525422
benlowy,434,BwFG5O2HNTY,https://scontent-bom1-2.cdninstagram.com/vp/0ec73160ae085733dace7ba05037bbb5/5DB8186C/t51.2885-15/e35/s1080x1080/57076389_160455371633401_8771416025254243515_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjAxOTA1MDMyOTE3NTAyMDc2MA%3D%3D.2,1043,False,27,720,1080,"Caption this.... Back from a shoot with @bonetiredmama @marvilacar and @luke_inman_photography for @sonyalpha 

#bealpha #bealphafemale #shark #greatwhiteshark #wildlifeconservation #marinelife #underwaterphotography","'greatwhiteshark', 'underwaterphotography', 'bealphafemale', 'shark', 'wildlifeconservation', 'marinelife', 'bealpha'",1554909577,1,0,847.3389830508473,17.610169491525422
benlowy,435,BvuXAz8HB1_,https://scontent-bom1-2.cdninstagram.com/vp/52ebf68255d32bdd78358d6fe2260442/5DA063F8/t51.2885-15/e35/54247862_331851797676807_4503380390935842006_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAxMjY0NzI5NDMyMDI1NDMzNQ%3D%3D.2,453,False,8,1080,1080,"Sometimes you just need to dive in, go big, and throw your kids into the sea with GREAT WHITE SHARKS. Mateo and Kaleb joined @bonetiredmama @benlowy and @luke_inman_photography to shoot this video with one of nature�s most fearsome apex predator. 

No children were harmed!



Below and in the profile is the link to our blog post and the @sonyalpha edit!



https://home-work.world/2019/04/01/tips-for-photographing-great-whites/



#sharks #shark #ocean #sharkweek #sea #nature #savesharks #underwater #fish #diving #scubadiving #underwaterphotography #sharklover #greatwhiteshark #sharklove #sharkdiving #jaws #greatwhite #wildlife #nhl #sharkconservation #documentary #sonyalpha #wildlife #family #bealpha #bealphafemale","'documentary', 'sharkweek', 'underwater', 'shark', 'ocean', 'bealpha', 'sea', 'nhl', 'sharks', 'savesharks', 'fish', 'wildlife', 'bealphafemale', 'family', 'sharklover', 'jaws', 'greatwhiteshark', 'sonyalpha', 'greatwhite', 'diving', 'underwaterphotography', 'sharkdiving', 'scubadiving', 'sharkconservation', 'nature', 'sharklove'",1554146275,1,1,847.3389830508473,17.610169491525422
benlowy,436,Bvjwirancub,https://scontent-bom1-2.cdninstagram.com/vp/cd77220c3845889b3b3205d19dd754b2/5DC6347F/t51.2885-15/e35/54731840_526739954515320_1395972097760090995_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAwOTY2MzM0ODA0OTU2MjUyMw%3D%3D.2,1516,False,38,808,1080,"Another day. Another airport.

Leaving Colombia SC with @joshritchiephoto 

Next time Orangeburg!



#onassignment #streetleaks #streetstyle #streetphotography #airtravel #travel #silhouette","'silhouette', 'onassignment', 'streetphotography', 'streetstyle', 'streetleaks', 'airtravel', 'travel'",1553790561,1,1,847.3389830508473,17.610169491525422
benlowy,437,BvfF9y-HxyO,https://scontent-bom1-2.cdninstagram.com/vp/9e6f7aeb3e69d9f3fffce25b47d82aa1/5DA9112E/t51.2885-15/e35/54247868_260279304877698_4853344220798844875_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAwODM1MDE5NTY4MDQ4NDQ5NA%3D%3D.2,436,False,7,810,1080,"Nixon is watching us... At the @cnn center with @rickloomis 

#ontheroad #onassignment #streetleaks #streetphotography #streetstyle","'onassignment', 'streetphotography', 'streetstyle', 'streetleaks', 'ontheroad'",1553634021,1,0,847.3389830508473,17.610169491525422
benlowy,443,BvB9w96HlhA,https://scontent-bom1-2.cdninstagram.com/vp/e456cf208802b1256ba478ba0981daa7/5DA726FD/t51.2885-15/e35/53305659_478371549366004_1613202082788537242_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAwMDE1MTM1NTM3NDU5MDAxNg%3D%3D.2,1161,False,23,747,1080,"Lines and barriers. 

@marvilacar and I are heading to the @sunvalleyfilmfest to premier the short we made for @natgeowild 

@natgeo @sonyalpha #bealpha #bealphafemale @dinnertableconversations","'bealphafemale', 'bealpha'",1552656643,1,0,847.3389830508473,17.610169491525422
benlowy,445,BunEnFrnOjM,https://scontent-bom1-2.cdninstagram.com/vp/b76cf817e7638bd733329ded742bc505/5DA2F506/t51.2885-15/e35/52939557_391344734991206_4079065152875781747_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk5MjU4MTYzODQ4MDc4MzU2NA%3D%3D.2,564,False,14,721,1080,"More snow again. And more strobing. 

#bealpha #snow #storm #strobe","'strobe', 'snow', 'bealpha', 'storm'",1551754263,1,0,847.3389830508473,17.610169491525422
benlowy,447,BueRJ4EHmtm,https://scontent-bom1-2.cdninstagram.com/vp/09eaf31370b9067b9f8f5a9b01c6721a/5DAA18B5/t51.2885-15/e35/52183975_349871552284227_6648238789002362307_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk5MDEwMzUzMDgwODk2MTg5NA%3D%3D.2,789,False,15,1350,1080,Well that was a fun shoot!!! discoverportrait #igportrait #instaportrait #makeportraits #portrait_ig #portrait_mood #portrait_shots #portrait_society #portraitmood #portraitoftheday #portraitperfection #portraitphotographer #portraitphotography #portraits_ig #portraitsociety #portraiture #postmoreportraits #postthepeople #pursuitofportrait #pursuitofportraits #selfportrait #withhumans,"'igportrait', 'pursuitofportrait', 'selfportrait', 'instaportrait', 'withhumans', 'portraitphotography', 'pursuitofportraits', 'portraitmood', 'portraitperfection', 'postthepeople', 'portraiture', 'makeportraits', 'portraits_ig', 'portraitoftheday', 'postmoreportraits', 'portraitphotographer', 'portrait_shots', 'portrait_mood', 'portrait_society', 'portrait_ig', 'portraitsociety'",1551458849,1,0,847.3389830508473,17.610169491525422
benlowy,448,BuCcvIwno-T,https://scontent-bom1-2.cdninstagram.com/vp/e7359268f0ac44b1e206d14b561c842e/5DB0AF8B/t51.2885-15/e35/51551314_647528615667655_6711940213130411612_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk4MjI3MzE3MDUxOTc4OTQ1OQ%3D%3D.2,771,False,93,1080,1080,"President�s Day. 

#politics #usa #america #presidentsday #obama #trump 

#discoverportrait #igportrait #instaportrait #makeportraits #portrait_ig #portrait_mood #portrait_shots #portrait_society #portraitmood #portraitoftheday #portraitperfection #portraitphotographer #portraitphotography #portraits_ig #portraitsociety #portraiture #postmoreportraits #postthepeople #pursuitofportrait #pursuitofportraits #selfportrait #withhumans","'igportrait', 'discoverportrait', 'pursuitofportrait', 'selfportrait', 'instaportrait', 'usa', 'withhumans', 'portraitphotography', 'trump', 'pursuitofportraits', 'portraitmood', 'portraitperfection', 'postthepeople', 'portraiture', 'politics', 'makeportraits', 'portraits_ig', 'portraitoftheday', 'postmoreportraits', 'presidentsday', 'obama', 'portraitphotographer', 'portrait_shots', 'portrait_mood', 'portrait_society', 'portrait_ig', 'portraitsociety', 'america'",1550525398,1,0,847.3389830508473,17.610169491525422
benlowy,449,Bt97U7FnAa6,https://scontent-bom1-2.cdninstagram.com/vp/6fdc89c989792fd4d68d022273ad4c17/5DA9AD54/t51.2885-15/e35/51349667_1918365558271825_4401251024622401866_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk4MTAwMDMzMzY5MTQ1NTE2Mg%3D%3D.2,692,False,13,813,1080,#agonyofdelight,'agonyofdelight',1550373664,1,0,847.3389830508473,17.610169491525422
benlowy,451,Bt4rCvAnDNs,https://scontent-bom1-2.cdninstagram.com/vp/621d34325ae4e60018b7755de3b25433/5DB30DB6/t51.2885-15/e35/51081828_1052886871579523_3711902039861437174_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk3OTUyMTM0MDE0NDM2NjQ0NA%3D%3D.2,799,False,6,810,1080,"Still life with city. 

#abandoned #architecturephotography #building_shotz #capturestreets #everydayeverywhere #fromstreetswithlove #ig_street #in_public_sp #lensculturestreets #lensonstreets #street_photo_club #street_vision #streetart #streetgrammer #streetleaks #streetlife #streetphotographer #streetshooter #streetshot #streettogether #streetvision #urbanaisle #urbanandstreet #urbanexploration #urbanlife #urbanphoto #urbanphotography #urbanshot","'streetshot', 'streetvision', 'everydayeverywhere', 'urbanphoto', 'architecturephotography', 'streettogether', 'streetart', 'streetshooter', 'abandoned', 'building_shotz', 'streetgrammer', 'capturestreets', 'urbanexploration', 'urbanlife', 'lensonstreets', 'urbanaisle', 'streetphotographer', 'urbanandstreet', 'streetlife', 'streetleaks', 'lensculturestreets', 'street_photo_club', 'urbanshot', 'in_public_sp', 'street_vision', 'urbanphotography', 'fromstreetswithlove', 'ig_street'",1550197354,1,0,847.3389830508473,17.610169491525422
benlowy,452,Bt2S30In0dc,https://scontent-bom1-2.cdninstagram.com/vp/1842dba0ca6a51d3407cede82146943b/5DC2AFB4/t51.2885-15/e35/51794422_331209954403884_5239108298173059183_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk3ODg1MjA4NjY2MzU2MzEwMA%3D%3D.2,742,False,12,810,1080,"Shadows upon shadows. 

#abandoned #architecturephotography #building_shotz #capturestreets #everydayeverywhere #fromstreetswithlove #ig_street #in_public_sp #lensculturestreets #lensonstreets #street_photo_club #street_vision #streetart #streetgrammer #streetleaks #streetlife #streetphotographer #streetshooter #streetshot #streettogether #streetvision #urbanaisle #urbanandstreet #urbanexploration #urbanlife #urbanphoto #urbanphotography #urbanshot","'streetshot', 'streetvision', 'everydayeverywhere', 'urbanphoto', 'architecturephotography', 'streettogether', 'streetart', 'streetshooter', 'abandoned', 'building_shotz', 'streetgrammer', 'capturestreets', 'urbanexploration', 'urbanlife', 'lensonstreets', 'urbanaisle', 'streetphotographer', 'urbanandstreet', 'streetlife', 'streetleaks', 'lensculturestreets', 'street_photo_club', 'urbanshot', 'in_public_sp', 'street_vision', 'urbanphotography', 'fromstreetswithlove', 'ig_street'",1550117573,1,0,847.3389830508473,17.610169491525422
benlowy,453,Btw56QfFu1b,https://scontent-bom1-2.cdninstagram.com/vp/777963c2e178ba10184f6c589c32a2f2/5DB86427/t51.2885-15/e35/50890086_1258688637640048_4966355770416556278_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk3NzMzNDkyODQ5Nzg5Njc5NQ%3D%3D.2,751,False,7,810,1080,#agonyofdelight,'agonyofdelight',1549936713,1,0,847.3389830508473,17.610169491525422
benlowy,454,Btt7yuYnVNE,https://scontent-bom1-2.cdninstagram.com/vp/8bcaed33aead8f0b54559c392d130ff9/5DA790D6/t51.2885-15/e35/50658585_380611049394632_2212677288367349789_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk3NjQ5ODc4MjAwODU5NTI2OA%3D%3D.2,653,False,4,720,1080,"Double trouble. 

#streetleaks #cityscape #lensflare #bealpha @sonyalpha","'bealpha', 'lensflare', 'streetleaks', 'cityscape'",1549837037,1,0,847.3389830508473,17.610169491525422
benlowy,455,BtourJGHzD8,https://scontent-bom1-2.cdninstagram.com/vp/d4bd3f68c54f7ccfdfd914e13beaaf28/5DA4F9D5/t51.2885-15/e35/50840171_399033163986594_8336727024620288202_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk3NTAzMzcxMTQ0NTM1Njc5Ng%3D%3D.2,1418,False,19,1349,1080,"Oculus Walkscape. 

#walkscapes #walkscape #conceptualphotography","'conceptualphotography', 'walkscape', 'walkscapes'",1549662387,1,0,847.3389830508473,17.610169491525422
benlowy,456,BtjOL8UHAq8,https://scontent-bom1-2.cdninstagram.com/vp/665ccb6f1bb209022b2d47c45b8c199b/5DC61964/t51.2885-15/e35/51362436_690931271304760_4182350262003703947_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk3MzQ4MzQ1NTA0NTcwMDI4NA%3D%3D.2,693,False,4,810,1080,"Park play



#streetleaks #documentary #streetphotography #kids #son #maplewoodnj","'documentary', 'streetphotography', 'streetleaks', 'kids', 'son', 'maplewoodnj'",1549477582,1,0,847.3389830508473,17.610169491525422
benlowy,459,BtT-7vOHHZI,https://scontent-bom1-2.cdninstagram.com/vp/d0b311191f8b7497bff0fca029337dc3/5DC3788C/t51.2885-15/e35/49701250_415801495827152_5754163834542823988_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk2OTE5NDI0NjEyNjQ2NjYzMg%3D%3D.2,641,False,13,720,1080,"Whiteout



#snowday #polarvortex #streetleaks #weather","'snowday', 'streetleaks', 'weather', 'polarvortex'",1548966268,1,0,847.3389830508473,17.610169491525422
